84.175000	0.107143	0.142857	0.178571	0.214286	0.250000	0.285714	0.321429	0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	
0.107143	84.350000	0.178571	0.214286	0.250000	0.285714	0.321429	0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	
0.142857	0.178571	84.525000	0.250000	0.285714	0.321429	0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	
0.178571	0.214286	0.250000	84.700000	0.321429	0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	
0.214286	0.250000	0.285714	0.321429	84.875000	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	
0.250000	0.285714	0.321429	0.357143	0.392857	85.050000	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	
0.285714	0.321429	0.357143	0.392857	0.428571	0.464286	85.225000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	
0.321429	0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	85.400000	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	
0.357143	0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	85.575000	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	
0.392857	0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	85.750000	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	
0.428571	0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	85.925000	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	
0.464286	0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	86.100000	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	
0.500000	0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	86.275000	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	1.178571	
0.535714	0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	86.450000	1.035714	1.071429	1.107143	1.142857	1.178571	1.214286	
0.571429	0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	86.625000	1.107143	1.142857	1.178571	1.214286	1.250000	
0.607143	0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	86.800000	1.178571	1.214286	1.250000	1.285714	
0.642857	0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	1.178571	86.975000	1.250000	1.285714	1.321429	
0.678571	0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	1.178571	1.214286	1.250000	87.150000	1.321429	1.357143	
0.714286	0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	1.178571	1.214286	1.250000	1.285714	1.321429	87.325000	1.392857	
0.750000	0.785714	0.821429	0.857143	0.892857	0.928571	0.964286	1.000000	1.035714	1.071429	1.107143	1.142857	1.178571	1.214286	1.250000	1.285714	1.321429	1.357143	1.392857	87.500000	
250.000000	300.000000	350.000000	400.000000	450.000000	500.000000	550.000000	600.000000	650.000000	700.000000	750.000000	800.000000	850.000000	900.000000	950.000000	1000.000000	1050.000000	1100.000000	1150.000000	1200.000000	
